sample_id,experiment_batch,set,cluster,prompt_condition,replicate,full_english_prompt,prompt_record_status,generation_model,image_width_px,image_height_px,aspect_ratio,fixed_generation_conditions,other_generation_parameters,image_file,image_sha256,evidence_source
B2_F_R8,Batch 2,Set B,2,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C2_FreePrompt_R8.png,da6d165f04eca463f5729957ff17588ebe25f70617919569b80fbb263e8cc967,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B2_F_R9,Batch 2,Set B,2,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C2_FreePrompt_R9.png,9c28ccb1eb1d220745a368d661ac432fce2f26d49bf5d39789b45525a115c40e,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B2_S_R7,Batch 2,Set B,2,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: lightweight dynamic envelope, tensile sculptural character, continuous large curved surfaces, flowing silhouette, horizontally extending components.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C2_SemanticPrompt_R7.png,046e14147df4453a4ad16facb03eb8a4328afa6868f68b8a0695507a3682da98,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B2_S_R8,Batch 2,Set B,2,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: lightweight dynamic envelope, tensile sculptural character, continuous large curved surfaces, flowing silhouette, horizontally extending components.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C2_SemanticPrompt_R8.png,7df31fada73401a02846237f6d32474bb3f5a545ed28352a3c5ce7deca57a0df,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B2_S_R9,Batch 2,Set B,2,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: lightweight dynamic envelope, tensile sculptural character, continuous large curved surfaces, flowing silhouette, horizontally extending components.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C2_SemanticPrompt_R9.png,d5de6d65bcdf2232d099f7f16c618b2fe2abc392c7a501e25999d6a161aad170,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_F_R7,Batch 2,Set B,3,Free Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_FreePrompt_R7.png,f773d7a516dad53d01714a3fdd769b75b719730ffacb5d12e3456d9690fabe7e,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_F_R8,Batch 2,Set B,3,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_FreePrompt_R8.png,7c63a35fb585aa2f8653ef5cfe0fcfa07caaf6cfc5ac5ca879084a786d27e715,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_F_R9,Batch 2,Set B,3,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_FreePrompt_R9.png,8d1b3d716aa6632a3ad3e81fa45da5016110e408eb3fd23f46720449f17c4d08,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_S_R7,Batch 2,Set B,3,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: coordinated shading ventilation and site response, low horizontal massing, orthogonally repeated modules, intrinsic material actuation.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_SemanticPrompt_R7.png,e2e13b1e10bb08754c22f9d2ab619389a460a389068763ae7db1815557cf4aa9,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_S_R8,Batch 2,Set B,3,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: coordinated shading ventilation and site response, low horizontal massing, orthogonally repeated modules, intrinsic material actuation.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_SemanticPrompt_R8.png,d6b5c49a014a677779399057464175b482c3e9ab064e112d494775ca8543b41c,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B3_S_R9,Batch 2,Set B,3,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: coordinated shading ventilation and site response, low horizontal massing, orthogonally repeated modules, intrinsic material actuation.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C3_SemanticPrompt_R9.png,87a5cf4beb786eeeb65a8420a02883520ed8f1b61acb6b0a504c91dca8180d9c,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_F_R7,Batch 2,Set B,4,Free Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_FreePrompt_R7.png,13f674dd4a016b1361a8248e5361571a6d95204316fc0cae408a3c48ee65c369,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_F_R8,Batch 2,Set B,4,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_FreePrompt_R8.png,ab8c0d4b6aeecb3c68b6b2c45d53ec34094d745d1bf3f34fd95c011af3234e5a,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_F_R9,Batch 2,Set B,4,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_FreePrompt_R9.png,210385a9fa4bd8e9f0ba877ab1cec95f5706526b84d68ef7498dd8ddf994f04d,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_S_R7,Batch 2,Set B,4,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: microclimate regulation, geometric tessellation, flexible deformable apertures, multilayer timber interface, light low-contrast surface.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_SemanticPrompt_R7.png,8a23da906a3c334649d24e7bd9ebfc595a601632e21541f9454096f9e5d82671,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_S_R8,Batch 2,Set B,4,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: microclimate regulation, geometric tessellation, flexible deformable apertures, multilayer timber interface, light low-contrast surface.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_SemanticPrompt_R8.png,c7f0ff0e6535f7ddbc020bac32213869c5e6382a67bc62fcba429099631b7d28,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B4_S_R9,Batch 2,Set B,4,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: microclimate regulation, geometric tessellation, flexible deformable apertures, multilayer timber interface, light low-contrast surface.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetB_C4_SemanticPrompt_R9.png,8cabb90a1b87fb6a5d85ba38c62a1c7e9fa0b79b1e9ddb09705f7fce33745cd7,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
